pmid	title	pubYear	authorString	firstAuthor	citedByCount	journalTitle	isOpenAccess	RetractedIn	minPubDate	minRetDate	monthsToRet
18824687	Selection of cyclic peptide aptamers to HCV IRES RNA using mRNA display.	2008	Litovchick A, Szostak JW.	Litovchick A	0	Proc Natl Acad Sci U S A	N	19380733	01-10-2008	22-04-2009	7
18922744	Development and validation of an LC-MS method with electrospray ionization for quantitation of digoxin in human plasma and urine: application to a pharmacokinetic study.	2008	Shi S, Li Z, Chen H, Zeng F.	Shi S	0	J Chromatogr B Analyt Technol Biomed Life Sci		19309790	17-10-2008	25-03-2009	5
18942003	Microwave ablation with cooled-tip electrode for liver cancer: an analysis of 160 cases.	2008	Zhang X, Zhou L, Chen B, Hu S, Wachtel MS, Frezza EE.	Zhang X	0	Minim Invasive Ther Allied Technol		19929303	23-10-2008	26-11-2009	13
18969990	Simultaneous micellar electrokinetic chromatography and liquid chromatography of adriblastina and tarabine PFS Their application to some biological fluids.	2005	El-Hady DA, El-Maali NA, Gotti R, Andrisano V.	El-Hady DA	0	Talanta		19368042	31-10-2008	17-04-2009	6
18986162	A sequence-dependent emissive ligand for the selective detection of thymidine-related single nucleotide polymorphisms in human gene sequence.	2009	Rajendran A, Zhao C, Rajendar B, Nishizawa S, Teramae N.	Rajendran A	0	Biochemistry		22003501	07-11-2008	18-10-2011	36
19024117	Prognostic significance of acute bundle branch block in patients with acute myocardial infarction].	2008	Mijailovi€à V, Mrdovi€à I, Ili€à M, Asanin M, Srdi€à M, Raji€à D.	Mijailovi€à V	0	Vojnosanit Pregl		19195270	26-11-2008	07-02-2009	2
19032896	Emergency laparoscopic cholecystectomy for acute empyema of the gallbladder in pregnancy.	2008	Rangarajan M, Palanivelu C, Madankumar MV, Senthilkumar R.	Rangarajan M	0	J Coll Physicians Surg Pak		19486588	27-11-2008	03-06-2009	6
19078937	Collecting and measuring nociceptive and inflammatory mediators in surgical wounds.	2008	Carvalho B, Clark DJ, Yeomans D, Angst MS.	Carvalho B	0	J Vis Exp	N	22722889	17-12-2008	23-06-2012	43
19090072	The peri-implant papilla: realities on papilla preservation and reformation.	2008	Panaite D, Klokkevold P, Charles A.	Panaite D	0	J Calif Dent Assoc		19496286	19-12-2008	06-06-2009	6
19100512	"Complex t(2;21;8)(p12;q22;q22): a variant t(8;21) in a patient with acute myeloid leukemia (AML-M2)."	2009	Wang H, Yang W, Shao H, Zhang J, Qi L, Liao A, Li Y, Liu Z.	Wang H	0	Cancer Genet Cytogenet		19489159	23-12-2008	04-06-2009	5
23168476	Overlooked foreign body: eighteen years inside the bronchus.	2009	Wadhera R, Gulati SP, Gupta R, Kalra V, Ghai A, Garg A.	Wadhera R	0	J Bronchology Interv Pulmonol		23609261	01-01-2009	24-04-2013	52
19121620	Ex vivo expansion of hematopoietic stem cell by fusion protein TAT-Zfx.	2009	Xu C, Zhang Y, Jiang H.	Xu C	0	Biochem Biophys Res Commun		19725179	06-01-2009	03-09-2009	8
19127202	A history of medical reports on the Boston Marathon: 112 years and still running.	2009	Thompson PD, Venero CV.	Thompson PD	0	Med Sci Sports Exerc		19465845	08-01-2009	26-05-2009	5
19136170	WITHDRAWN: Resynchronization of the infarcted myocardium.	2009	Song ZZ.	Song ZZ.	0	Int J Cardiol		19344963	13-01-2009	07-04-2009	3
19139573	An HPTLC method for the determination of minocycline in human plasma, saliva, and gingival fluid after single step liquid extraction.	2009	Jain N, Jain GK, Iqbal Z, Talegaonkar S, Ahmad FJ, Khar RK.	Jain N	0	Anal Sci		19609040	14-01-2009	18-07-2009	6
19142922	Stable aziridinium salts as versatile intermediates: isolation and regio- and stereoselective ring-opening and rearrangement.	2009	Song HA, Dadwal M, Lee Y, Mick E, Chong HS.	Song HA	0	Angew Chem Int Ed Engl		21125570	15-01-2009	03-12-2010	23
19145153	Application and implementation of selective tissue microdissection and proteomic profiling in neurological disease.	2009	Jagannathan J, Li J, Szerlip N, Vortmeyer AO, Lonser RR, Oldfield EH, Zhuang Z.	Jagannathan J	0	Neurosurgery		21937967	16-01-2009	23-09-2011	33
19189282	The latent structure of the Peritraumatic Dissociative Experiences Questionnaire.	2009	Bryant RA, Brooks R, Silove D, Creamer M, O'Donnell M, McFarlane AC, Marmar CR.	Bryant RA	0	J Trauma Stress		23139949	04-02-2009	01-02-2009	0
19189065	Propofol administration systems. Handling, hemodynamics and propofol consumption].	2009	Triem JG, RÌ_hm KD, Boldt J, Piper SN.	Triem JG	0	Anaesthesist		21744521	04-02-2009	12-07-2011	30
19200286	Treatment of trauma- and abuse-related dissociative symptom disorders in children and adolescents.	2009	Weber S.	Weber S.	0	J Child Adolesc Psychiatr Nurs		21810143	10-02-2009	04-08-2011	30
19215781	Abstracts of the 2009 AAAAI (American Academy of Allergy, Asthma & Immunology) Annual Meeting. March 13-17, 2009. Washington, DC, USA.	2009			0	J Allergy Clin Immunol		21360846	14-02-2009	02-03-2011	25
20976990	Abstracts of the Sri Lanka Medical Association 122nd Annual Scientific Sessions.	2009			0	Ceylon Med J		19678438	01-03-2009	15-08-2009	6
19256084	Physiological variation in amethyst sunbirds (Chalcomitra amethystina) over an altitudinal gradient: a seasonal comparison.	2009	Lindsay C, Downs C, Brown M.	Lindsay C	0	Comp Biochem Physiol A Mol Integr Physiol		20082963	04-03-2009	20-01-2010	11
19253806	A fatal heroin addict with myocardial lesion.	2009	Srettabunjong S.	Srettabunjong S.	0	J Med Assoc Thai		20198755	04-03-2009	05-03-2010	12
19257009	Geometric Ginzburg-Landau theory for faceted crystals in one dimension: From coarsening to chaos through a driving force.	2009	Hausser F, Voigt A.	Hausser F	0	Phys Rev E Stat Nonlin Soft Matter Phys		20373548	05-03-2009	09-04-2010	13
19285023	Related transcriptional enhancer factor-1 induces fibroblast growth factor receptor-1 expression in endothelial cells.	2009	Zhang C, Song QH, Khachigian LM, Lubenec I, Shie JL, Yang B, Li J, Tian Y.	Zhang C	0	Biochem Biophys Res Commun		19725173	17-03-2009	03-09-2009	6
19288944	Knowledge of medical students regarding diabetes mellitus at Ziauddin University, Karachi.	2009	Mumtaz S, Ashfaq T, Siddiqui H.	Mumtaz S	0	J Pak Med Assoc		19449482	18-03-2009	20-05-2009	2
19290641	Oxidative stability of unsaturated monoacyl trehalose in aqueous solution.	2009	Sun YE, Xia WS, Tang XY, Chen J.	Sun YE	0	J Agric Food Chem		22010258	18-03-2009	20-10-2011	32
19293376	Profile of Phillip Cohen.	2009	Arnold C.	Arnold C.	0	Proc Natl Acad Sci U S A	N	19357308	19-03-2009	10-04-2009	1
19298132	The oncopathic potency of Clostridium perfringens is independent of its alpha-toxin gene.	2009	Li Z, Fallon J, Mandeli J, Wetmur J, Woo SL.	Li Z	0	Hum Gene Ther	N	20235840	21-03-2009	19-03-2010	12
19298307	Identifying patient readmission subtypes from unplanned readmissions to hospitals in Hong Kong: a cluster analysis.	2009	Chan MF, Wong FK, Chang K, Chow S, Chung L, Lee WM, Lee R.	Chan MF	0	Nurs Health Sci		25389544	21-03-2009	13-11-2014	69
19306990	Allelic variation in the serotonin transporter promoter modulates cortical excitability.	2009	Langguth B, Sand P, Marek R, Landgrebe M, Frank E, Hajak G, Eichhammer P.	Langguth B	0	Biol Psychiatry		20050156	25-03-2009	06-01-2010	10
19381036	Efficacy of mirtazapine for appetite loss and nausea of the cancer patient--from clinical experience in Memorial Sloan-Kettering Cancer Center].	2009	Ito T, Okubo Y, Roth A.	Ito T	0	Gan To Kagaku Ryoho		19891088	22-04-2009	07-11-2009	7
19403381	Molecular cloning of a novel human testis-specific gene TDRG1].	2009	Yin GM, Yang JF, Jiang XZ, Tang YX, He LY, Jiang ZQ, Zhong KB, Zeng Q.	Yin GM	0	Nan Fang Yi Ke Da Xue Xue Bao		19967830	01-05-2009	09-12-2009	7
19417521	A microfluidic microreactor for the synthesis of gold nanorods.	2009	Day D, Gu M.	Day D	0	Nanotechnology		19422168	07-05-2009	09-05-2009	0
19468278	Assessment of recovery, dreaming, hemodynamics, and satisfaction in postcardiac surgery patients receiving supplementary propofol sedation with S(+)-ketamine.	2009	Piper SN, Beschmann R, Mengistu A, Kalenka A, Maleck WH, Boldt J, RÌ_hm KD.	Piper SN	0	Minerva Anestesiol		21540815	27-05-2009	05-05-2011	24
19486219	Retracted: right anterior minithoracotomy for minimal access aortic valve replacement.	2009	Weber A, Reser D, Reuthebuch O, Syburra T, Seifert B, Plass A, Genoni M, GrÌ_nenfelder J, Tavakoli R.	Weber A	0	J Card Surg		19740305	03-06-2009	11-09-2009	3
19504437	Clinical investigation of a family with brachydactyly type A1 and the identification of the disease gene].	2009	Ke X, Dong AL, Liu QJ.	Ke X	0	Zhonghua Yi Xue Yi Chuan Xue Za Zhi		19806586	09-06-2009	07-10-2009	4
19557557	Severe ataxia with neuropathy in hereditary gelsolin amyloidosis.	2009	Tanskanen M, Paetau A, Salonen O, Salmi T, Lamminen A, Lindsberg P, Somer H, Kiuru-Enari S.	Tanskanen M	0	Amyloid		19842787	27-06-2009	22-10-2009	4
19562870	Recombinant activated factor VII and intraoperative use of cell saver in neurosurgical treatment of arteriovenous malformation].	2008	Novak V, Petrovi€à B, Calija B, Mitov L, Ranci€à Z.	Novak V	0	Srp Arh Celok Lek		21180206	01-07-2009	25-12-2010	18
19604631	Layer silicates modified with 1,4-bis(3-aminopropyl)piperazine for the removal of Th(IV), U(VI) and Eu(III) from aqueous media.	2009	Guerra DL, Pinto AA, Viana RR, Airoldi C.	Guerra DL	0	J Hazard Mater		22106456	17-07-2009	23-11-2011	29
19635619	Immobilization of 5-amino-1,3,4-thiadiazole-thiol onto kanemite for thorium(IV) removal: thermodynamics and equilibrium study.	2009	Guerra DL, Carvalho MA, Leidens VL, Pinto AA, Viana RR, Airoldi C.	Guerra DL	0	J Colloid Interface Sci		21553729	29-07-2009	11-05-2011	22
19643896	Gynumella flava gen. nov., sp. nov., isolated from the rhizosphere of rice (Oryza sativa L.) managed under a no-tillage regime.	2010	Aslam Z, Yasir M, Park JH, Kim SW, Jeon CO, Chung YR.	Aslam Z	0	Int J Syst Evol Microbiol		20068238	01-08-2009	14-01-2010	6
19643537	Application of natural and modified hectorite clays as adsorbents to removal of Cr(VI) from aqueous solution--thermodynamic and equilibrium study.	2009	Guerra DL, Viana RR, Airoldi C.	Guerra DL	0	J Hazard Mater		22106457	01-08-2009	23-11-2011	28
19661499	Haloferula rosicola sp. nov., an endophytic bacterium isolated from the root of a halophyte, Rosa rugosa, and emended description of the genus Haloferula.	2010	Bibi F, Aslam Z, Song GC, Yoon HS, Jeon CO, Chung YR.	Bibi F	0	Int J Syst Evol Microbiol		20068237	08-08-2009	14-01-2010	5
19684320	Chitinophaga vermicomposti sp. nov., with antifungal activity, isolated from vermicompost.	2010	Yasir M, Aslam Z, Song GC, Bibi F, Jeon CO, Chung YR.	Yasir M	0	Int J Syst Evol Microbiol		20068241	18-08-2009	14-01-2010	5
19725757	5-Fluorouracil-loaded iron/ethylcellulose (core/shell) nanoparticles for active targeting of cancer.	2009	Arias JL, LÌ_pez-Viota M, Delgado AV, Ruiz MA.	Arias JL	0	J Drug Target		19916875	04-09-2009	18-11-2009	3
19726425	Baseline disc damage as the predictive factor in reversal of the optic disc cupping in glaucoma.	2011	Wang Y, Spaeth GL.	Wang Y	0	Br J Ophthalmol		21768187	04-09-2009	20-07-2011	23
19734285	Eiseniicola composti gen. nov., sp. nov., with antifungal activity against plant pathogenic fungi.	2010	Yasir M, Aslam Z, Song GC, Jeon CO, Chung YR.	Yasir M	0	Int J Syst Evol Microbiol		20068240	08-09-2009	14-01-2010	4
19743640	Controlling force variations during soft-tissue grasping.	2009	Alja'afreh T.	Alja'afreh T.	0	Proc Inst Mech Eng H		22206129	12-09-2009	31-12-2011	28
19757023	Therapeutic DNA vaccination as a repair strategy following spinal cord injury.	2010	Kou SB, Xu G, Jiang XD, Xu RX, Tang YP, Xu G, Cai YQ, Du MX, Xiao ZC.	Kou SB	0	Cell Mol Neurobiol		20628899	17-09-2009	15-07-2010	10
19759025	WITHDRAWN: TcJAMYC: A bHLH transcription factor that activates paclitaxel biosynthetic pathway genes in yew.	2009	Nims E, Vongpaseuth K, Roberts SC, Walker EL.	Nims E	0	J Biol Chem		26276858	18-09-2009	16-08-2015	72
19765096	The effect of the mus309 mutation, defective in DNA double-strand break repair, on crossing over in Drosophila melanogaster suggests a mechanism for interference.	2009	Portin P.	Portin P.	0	Hereditas		21526572	22-09-2009	30-04-2011	20
19797727	The integrin {alpha}9{beta}1 on hematopoietic stem and progenitor cells: involvement in cell adhesion, proliferation and differentiation.	2010	Schreiber TD, Steinl C, Essl M, Abele H, Geiger K, MÌ_ller CA, Aicher WK, Klein G.	Schreiber TD	0	Haematologica		20139396	03-10-2009	09-02-2010	4
19810061	Lanthanide-alkali metal sandwich complexes: synthesis, structure, and solvent-mediated redox transformations, and one-dimensional frameworks assembled through cation-arene pi interactions.	2009	Pan CL, Li X, Zhang H.	Pan CL	0	Chemistry		21170950	08-10-2009	21-12-2010	15
19815315	2-Azetidinone derivatives: design, synthesis, in vitro anti-microbial, cytotoxic activities and DNA cleavage study.	2009	Keri RS, Hosamani KM, Shingalapur RV, Reddy HR.	Keri RS	0	Eur J Med Chem		21748868	10-10-2009	13-07-2011	21
19824623	Palladium-catalyzed annulation of 2-(1-alkynyl)biphenyls with aryl iodides to disubstituted methylidenefluorenes.	2009	Chen CC, Yang SC, Wu MJ.	Chen CC	0	J Org Chem		20000553	15-10-2009	17-12-2009	2
19828216	Modification of hectorite by organofunctionalization for use in removing U(VI) from aqueous media: thermodynamic approach.	2010	Guerra DL, Airoldi C, Viana RR.	Guerra DL	0	J Environ Radioact		21728258	16-10-2009	06-07-2011	21
19878337	Mosaicism and haemophilia.	2009	Kasper CK, Buzin CH.	Kasper CK	0	Haemophilia		21046708	03-11-2009	04-11-2010	12
19891753	Trends in the frequency of blood donors donating blood to be tested for HIV in Shiraz from 2004 to 2006.	2009	Kasraian L.	Kasraian L.	0	Transfus Med		20377824	07-11-2009	10-04-2010	5
19902166	Severe aseptic leucoencephalopathy.   Manifested as immune reconstitution inflammatory syndrome in Caucasian and African patients].	2009	Ringelstein A, Oelschlaeger C, Arendt G, Mathys C, Dziewas R, Niederstadt T, Reichelt D, Hasselblatt M, Husstedt IW, Saleh A.	Ringelstein A	0	Nervenarzt		23955242	11-11-2009	20-08-2013	46
19908618	Neurocysticercosis in patients presenting with epilepsy at St Elizabeth's Hospital, Lusikisiki.	2009	Serrano Ocana G, Ortiz Sablon JC, Ochoa Tamayo I, Almaguer Arena L, Serrano Ocana LM, Govender S.	Serrano Ocana G	0	S Afr Med J		20460011	14-11-2009	13-05-2010	6
19948082	It depends on how you look at it: being versus becoming mindsets determine responses to social comparisons.	2010	Johnson CS, Stapel DA.	Johnson CS	0	Br J Soc Psychol		23126009	02-12-2009	06-11-2012	36
19965658	FOXO transcription factor activity is partially retained in quiescent CML stem cells and induced by tyrosine kinase inhibitors in CML progenitor cells.	2009	Pellicano F, Cilloni D, Helgason GV, Messa F, Panuzzo C, Arruga F, Bracco E, Allan E, Huntly BJ, Holyoake TL, Saglio G.	Pellicano F	0	Blood		20220115	08-12-2009	12-03-2010	3
20004514	Study of the filtration performance of a plain wave fabric filter using response surface methodology.	2010	Qian F, Wang H.	Qian F	0	J Hazard Mater		20737670	17-12-2009	26-08-2010	8
20005630	Characterization and mechanistic analysis of the visible light response of cerium and nitrogen co-doped TiO2 nano-photocatalyst synthesized using a one-step technique.	2010	Yu T, Tan X, Zhao L.	Yu T	0	J Hazard Mater		20737669	17-12-2009	26-08-2010	8
20002437	THIS ARTICLE HAS BEEN RETRACTED. Physical therapy for premature ejaculation, erectile dysfunction and chronic pelvic pain syndrome.	2009	Nugteren HM, Weijmar Schultz WC, van Driel MF.	Nugteren HM	0	BJU Int		21355989	17-12-2009	02-03-2011	15
20039489	Abstracts of the American College of Surgeons 94th Annual Clinical Congress and the 64th Annual Sessions of the Owen H Wangensteen Forum on Fundamental Surgical Problems, 11-15 October 2009, Chicago, Illinois, USA.	2009			0	J Am Coll Surg		20043360	31-12-2009	02-01-2010	0
20061500	Solibius ginsengiterrae gen. nov., sp. nov., isolated from soil of a ginseng field, and emended description of the genus Sediminibacterium and of Sediminibacterium salmoneium.	2010	Kim YJ, Kim MK, Bui TP, Kim HB, Srinivasan S, Yang DC.	Kim YJ	0	Int J Syst Evol Microbiol		21148329	12-01-2010	15-12-2010	11
20066669	Determinants of project success among HIV/AIDS nongovernmental organizations (NGOs) in Rakai, Uganda.	2010	Bechange S.	Bechange S.	0	Int J Health Plann Manage		23885360	13-01-2010	26-07-2013	43
20071663	Aberrant expression of the transcription factor Twist in adult T-cell leukemia.	2010	Tanji H, Ishikawa C, Sawada S, Nakachi S, Takamatsu R, Matsuda T, Okudaira T, Uchihara JN, Ohshiro K, Tanaka Y, Senba M, Uezato H, Ohshima K, Duc Dodon M, Wu KJ, Mori N.	Tanji H	0	Blood		20574045	15-01-2010	25-06-2010	5
20082444	Retracted: Long-term copper toxicity in apple trees (Malus pumila Mill) and bioaccumulation in fruits.	2010	Sun BY, Kan SH, Zhang YZ, Wu J, Deng SH, Liu CS, Yang G.	Sun BY	0	Environ Toxicol		20641129	19-01-2010	20-07-2010	6
20091744	Withdrawn: ABCA4 is ubiquitously expressed in mouse tissues and forms high molecular weight complexes.	2010	Lechward KA, Glaser W, Falkner S.	Lechward KA	0	J Cell Biochem		20380034	22-01-2010	10-04-2010	3
20129357	An innovative noninvasive respiratory stress test indicates significant coronary artery disease.	2010	Waksman R, Sushinsky S, Okubagzi P, Landry P, Torguson R, Bui A, Shiyovich A, Scharf SM, Katz A.	Waksman R	0	Cardiovasc Revasc Med		21539004	05-02-2010	04-05-2011	15
20136543	Fear of the yawning mother: a case of misophonia.	2010	Collins N.	Collins N.	0	Australas Psychiatry		21303290	09-02-2010	10-02-2011	12
20177076	WITHDRAWN BY AUTHOR: Heat shock protein 70 interacts with nucleolin and inhibits its cleavage, down-regulation and apoptosis induced by hydrogen peroxide in myocytes.	2010	Wang K, Jiang L, Deng G, Chen G, Tan S, Tu Z, Jiang B, Xiao X.	Wang K	0	J Biol Chem		26276856	24-02-2010	16-08-2015	67
20188284	The use of a femoral distractor to aid distal tibial resection during total ankle arthroplasty.	2010	Whitehouse M, Thompson S, Halliwell P, Solan M.	Whitehouse M	0	J Foot Ankle Surg		20188287	02-03-2010	02-03-2010	0
20213054	Composite use of numerical groundwater flow modeling and geoinformatics techniques for monitoring Indus Basin aquifer, Pakistan.	2011	Ahmad Z, Ashraf A, Fryar A, Akhter G.	Ahmad Z	0	Environ Monit Assess		25925155	10-03-2010	01-05-2015	63
20234302	Respiratory stress response: a novel diagnostic method for detection of significant coronary artery disease from finger pulse wave analysis during brief respiratory exercise.	2010	Shiyovich A, Jafari J, Blaer Y, Rehby H, Orlov I, Cohen D, Katz A.	Shiyovich A	0	Am J Med Sci		21273842	18-03-2010	29-01-2011	11
20306608	Screening of ADAMs that can mediate the generation of soluble MHC I].	2010	Zhao JR, Yan Z.	Zhao JR	0	Xi Bao Yu Fen Zi Mian Yi Xue Za Zhi		21361056	24-03-2010	03-03-2011	11
20331515	Acalculous candidal cholecystitis after pediatric renal transplant.	2011	Grosser J, Solomon H, Sotelo-Avila C.	Grosser J	0	Pediatr Transplant		22468279	25-03-2010	03-04-2012	25
20336331	Cemento-ossifying fibroma of the temporal bone.	2010	Mahore A, Kansal R, Dange N.	Mahore A	0	Acta Neurochir (Wien)		21509564	26-03-2010	22-04-2011	13
20357676	The effects of age and shiftwork on perceived sleep problems: results from the VISAT-combined longitudinal and cross-sectional study.	2010	Tucker P, Folkard S, Ansiau D, MarquiÌ© JC.	Tucker P	0	J Occup Environ Med		20697229	02-04-2010	11-08-2010	4
20420460	Catalytic ozonation of rhodamine B over CuO catalyst confined in multiwalled carbon nanotubes: An experimental and theoretical account.	2009	Qin W, Li X, Qi J.	Qin W	0	Langmuir		20420465	28-04-2010	28-04-2010	0
20420536	Detection and identification of Ehrlichia species in Rhipicephalus (Boophilus) microplus ticks in cattle from Xiamen, China.	2011	Jiang BG, Cao WC, Niu JJ, Wang JX, Li HM, Sun Y, Yang H, Richadus JH, Habbema JD.	Jiang BG	0	Vector Borne Zoonotic Dis		21443413	28-04-2010	30-03-2011	11
20448536	WITHDRAWN: Effect of obesity at the pathologic response to neoadjuvant chemotherapy among premenopausal Tunisian women with breast cancer.	2010	Kacem M, Awatef M, Amel L, Jihen M, Slim BA.	Kacem M	0	Obesity (Silver Spring)		20523300	08-05-2010	05-06-2010	1
20455114	A pilot study on perceived stress and PTSD symptomatology in relation to four dimensions of older women's physical health.	2010	LaganÌÊ L, Reger SL.	LaganÌÊ L	0	Aging Ment Health		20686986	11-05-2010	06-08-2010	3
20477499	Role of calcium influx and modulation of local neurotransmitters as hallmarks of pediatric traumatic brain injury.	2009	Jagannathan J.	Jagannathan J.	0	Biomark Med		21473732	19-05-2010	09-04-2011	11
20476501	Investigating the needle dynamic response during insertion into soft tissue.	2010	Alja'afreh T.	Alja'afreh T.	0	Proc Inst Mech Eng H		22206128	19-05-2010	31-12-2011	20
20489582	Corneal neurotization: a novel technique for the anesthetic cornea.	2010	Terzis JK, Dryer MM, Bodner BI.	Terzis JK	0	Cornea		20966679	22-05-2010	23-10-2010	5
20490970	Abstracts of the 2010 International MASCC/ISOO (Multiple Association of Supportive Care in Cancer/International Society for Oral Oncology) Symposium. June 24026, 2010. Vancouver, Canada.	2010			0	Support Care Cancer		22850827	22-05-2010	02-08-2012	27
20492755	DNA analysis of ancient skeletal remains.	2010	EliÌÁsovÌÁ I, Mazura I, Smejtek L.	EliÌÁsovÌÁ I	0	Folia Biol (Praha)		23890482	25-05-2010	30-07-2013	39
24895501	RETRACTED ARTICLE: Radiation sialadenitis induced by high-dose radioactive iodine therapy.	2010	Jeong SY, Lee J.	Jeong SY	0	Nucl Med Mol Imaging	N	24895515	01-06-2010	05-06-2014	49
20525814	Proposal of Lysinibacillus sinduriensis sp. nov., and transfer of Bacillus massiliensis and Bacillus odysseyi to Lysinibacillus as Lysinibacillus massiliensis comb. nov. and Lysinibacillus odysseyi comb. nov. with emended descriptions of the genus.	2010			0	Int J Syst Evol Microbiol		21148328	08-06-2010	15-12-2010	6
20542304	Comparative biochemical studies on steroidogenic compounds in chickens.	2010	Badr MO, Hashem MA, Gado NN.	Badr MO	0	Res Vet Sci		22167894	15-06-2010	15-12-2011	18
20544497	Volatile oil constituents and antibacterial activity of different parts of Falcaria vulgaris Bernh. growing wild in two localities from Iran.	2011	Shafaghat A.	Shafaghat A.	0	Nat Prod Res		23906085	15-06-2010	03-08-2013	38
20546843	An investigation into the impact of CO2 co-feed on pyrolysis and gasification.	2010	Kwon E, Kim S.	Kwon E	0	Chemosphere		21462431	16-06-2010	05-04-2011	10
20585576	OsPIE1, the rice ortholog of Arabidopsis PHOTOPERIOD-INDEPENDENT EARLY FLOWERING1, is essential for embryo development.	2010	Xu Y, Deng M, Peng J, Hu Z, Bao L, Wang J, Zheng ZL.	Xu Y	0	PLoS One	Y	22763780	30-06-2010	01-01-2011	6
20635202	Repetitive extragenic palindromic PCR (REP-PCR) as a method used for bulking process detection in activated sludge.	2011	SoÅâtysik D, Bednarek I, Loch T, GaÅâka S, Sypniewski D.	SoÅâtysik D	0	Environ Monit Assess		23525776	17-07-2010	26-03-2013	33
20657429	An expeditious synthesis of [1,2]isoxazolidin-5-ones and [1,2]oxazin-6-ones from functional allyl bromide derivatives.	2010	BeltaÌøef I, Arfaoui A, Amri H.	BeltaÌøef I	0	Molecules		25329873	27-07-2010	21-10-2014	52
20659467	Transcription factor activator protein-2beta accelerates lipid accumulation in macrophages via enhancing the transcription of CD36.	2010	Gan L, Zhu D, Ding Z.	Gan L	0	FEBS Lett		21265052	28-07-2010	26-01-2011	6
20676002	Percutaneous closure of a femoral arteriovenous fistula with an endovascular stent graft: a case report].	2010	GÌ_lcÌ_ E, Sa€Ùlam E.	GÌ_lcÌ_ E	0	Turk Kardiyol Dern Ars		21206216	03-08-2010	06-01-2011	5
20688432	Frictional properties of single crystals HMX, RDX and PETN explosives.	2010	Wu YQ, Huang FL.	Wu YQ	0	J Hazard Mater		22106458	07-08-2010	23-11-2011	16
20716636	The influence of mood on attribution.	2010	Avramova YR, Stapel DA, Lerouge D.	Avramova YR	0	Pers Soc Psychol Bull		22991073	19-08-2010	20-09-2012	25
25859584	Retraction. Cecembia lonarensis gen. nov., sp. nov., a novel haloalkalitolerant bacterium of the family Cyclobacteriaceae, isolated from a haloalkaline lake and emended descriptions of the genera Indibacter, Nitritalea, Belliella and Aquiflexum.	2010			0	Int J Syst Evol Microbiol		21742856	20-08-2010	12-07-2011	11
25859583	Retraction. Cyclobacterium qasimii sp. nov., a psychrotolerant bacterium isolated from a marine sediment of Kongsfjorden, Svalbard.	2010			0	Int J Syst Evol Microbiol		21742858	20-08-2010	12-07-2011	11
20729309	Retraction. Oceanisphaera arctica sp. nov., isolated from a marine sediment of Kongsfjorden, Svalbard, Arctic.	2010			0	Int J Syst Evol Microbiol		21742857	24-08-2010	12-07-2011	11
20803348	Evidence based on studies of the mus309 mutant, deficient in DNA double-strand break repair, that meiotic crossing over in Drosophila melanogaster is a two-phase process.	2010	Portin P.	Portin P.	0	Genetica		21104109	31-08-2010	25-11-2010	3
20818979	Analysis of azoospermia factor loci polymorphisms among Tunisian infertile men with varicocele.	2010	Hadjkacem-Loukil L, Hadj Kacem H, Salem IH, Bahloul A, Keskes L, Fakhfakh F, Ayadi H.	Hadjkacem-Loukil L	0	Genet Test Mol Biomarkers		21905844	08-09-2010	13-09-2011	12
20840810	Effect of Bufalin on proliferation and apoptosis of human non-small cell lung cancer A549 cell].	2010	Zhu Z, Yu Y, Wang K, Li E, Liu Y, Liu Y.	Zhu Z	0	Zhongguo Fei Ai Za Zhi		21081045	16-09-2010	18-11-2010	2
20845913	Highly chemoselective Baylis-Hillman and aldol reactions of 2H-thiopyran-4(3H)-one using tertiary amine catalysts in aqueous media.	2010	Eftekhari-Sis B, Akbari A, Harms K.	Eftekhari-Sis B	0	Org Lett		21110522	18-09-2010	30-11-2010	2
20879978	Synthesis and pharmacological activity of potential cocaine antagonists. 2. Structure-activity relationship studies of piperidine ring-substituted methylphenidate analogs.	2010	Ojo B, Chowdhury BK.	Ojo B	0	Med Chem		21319393	01-10-2010	15-02-2011	5
20883167	Amino acid mutations in the env gp90 protein that modify N-linked glycosylation of the Chinese EIAV vaccine strain enhance resistance to neutralizing antibodies.	2010	Han X, Zou J, Wang X, Guo W, Huo G, Shen R, Xiang W.	Han X	0	Viral Immunol		21319981	02-10-2010	16-02-2011	5
20924196	Characterization of methyltransferase properties of Escherichia coli YabC protein with an enzyme-coupled colorimetric assay.	2010	Gu J, Ye C.	Gu J	0	J Mol Microbiol Biotechnol		21196765	07-10-2010	04-01-2011	3
20930983	Traumatic hemorrhage of occult phaeochromocytoma in a patient with septic shock.	2010	Moazzam MS, Ahmed SM, Bano S.	Moazzam MS	0	J Emerg Trauma Shock	Y	21633567	09-10-2010	03-06-2011	8
20938944	Enantioselective radical addition to ketimines: a synthetic route towards ë±,ë±-disubstituted ë±-amino acids.	2010	Kim SY, Kim SJ, Jang DO.	Kim SY	0	Chemistry		25853155	13-10-2010	09-04-2015	55
20954671	Comparison of the mini-midvastus with the mini-medial parapatellar approach in primary TKA.	2010	Li XG, Tang TS, Qian ZL, Huang LX, Pan WM, Zhu RF.	Li XG	0	Orthopedics		21323223	20-10-2010	18-02-2011	4
21043993	Larvicidal activity of 4-hydroxycoumarin derivatives against Aedes aegypti.	2011	Jung JC, Moon HI.	Jung JC	0	Pharm Biol		22881145	04-11-2010	14-08-2012	22
